,LEAID,County,State,State/County,School District,ALL_MTH00pctprof_1112,ALL_RLA00pctprof_1112,Ages 5 to 17 in Families in Poverty Percent
9612,3501980,Rio Arriba County,NM,Rio Arriba County NM,MESA VISTA CONSOLIDATED SCHOOLS,22.0,37.0,28.4
9613,3502010,San Miguel County,NM,San Miguel County NM,PECOS INDEPENDENT SCHOOLS,29.0,47.0,32.05
9614,3502040,Taos County,NM,Taos County NM,PENASCO INDEPENDENT SCHOOLS,29.0,51.0,35.65
9615,3502070,Santa Fe County,NM,Santa Fe County NM,POJOAQUE VALLEY PUBLIC SCHOOLS,42.0,53.0,21.75
9616,3502100,Roosevelt County,NM,Roosevelt County NM,PORTALES MUNICIPAL SCHOOLS,43.0,55.0,29.35
9617,3502130,Catron County,NM,Catron County NM,QUEMADO INDEPENDENT SCHOOLS,42.0,62.0,39.150000000000006
9618,3502160,Taos County,NM,Taos County NM,QUESTA INDEPENDENT SCHOOLS,28.0,37.0,35.65
9619,3502190,Colfax County,NM,Colfax County NM,RATON PUBLIC SCHOOLS,45.0,50.0,25.950000000000003
9620,3502220,Catron County,NM,Catron County NM,RESERVE PUBLIC SCHOOLS,57.0,62.0,39.150000000000006
9621,3502250,Chaves County,NM,Chaves County NM,ROSWELL INDEPENDENT SCHOOLS,47.0,53.0,29.75
9622,3502280,Harding County,NM,Harding County NM,ROY MUNICIPAL SCHOOLS,69.5,69.5,26.75
9623,3502310,Lincoln County,NM,Lincoln County NM,RUIDOSO MUNICIPAL SCHOOLS,38.0,46.0,30.6
9624,3502340,Quay County,NM,Quay County NM,SAN JON MUNICIPAL SCHOOLS,52.0,57.0,33.95
9625,3502370,Santa Fe County,NM,Santa Fe County NM,SANTA FE PUBLIC SCHOOLS,36.0,48.0,21.75
9626,3502400,Guadalupe County,NM,Guadalupe County NM,SANTA ROSA CONSOLIDATED SCHOOLS,36.0,49.0,29.9
9627,3502430,Grant County,NM,Grant County NM,SILVER CONSOLIDATED SCHOOLS,47.0,58.0,32.0
9628,3502460,Socorro County,NM,Socorro County NM,SOCORRO CONSOLIDATED SCHOOLS,36.0,47.0,36.8
9629,3502490,Colfax County,NM,Colfax County NM,SPRINGER MUNICIPAL SCHOOLS,47.0,62.0,25.950000000000003
9630,3502520,Taos County,NM,Taos County NM,TAOS MUNICIPAL SCHOOLS,40.0,50.0,35.65
9631,3502550,Lea County,NM,Lea County NM,TATUM MUNICIPAL SCHOOLS,47.0,57.0,21.35
9632,3502580,Curry County,NM,Curry County NM,TEXICO MUNICIPAL SCHOOLS,63.0,68.0,26.6
9633,3502610,Sierra County,NM,Sierra County NM,T OR C MUNICIPAL SCHOOLS,37.0,49.0,39.9
9634,3502640,Quay County,NM,Quay County NM,TUCUMCARI PUBLIC SCHOOLS,48.0,47.0,33.95
9635,3502670,Otero County,NM,Otero County NM,TULAROSA MUNICIPAL SCHOOLS,37.0,45.0,32.150000000000006
9636,3502730,Mora County,NM,Mora County NM,WAGON MOUND PUBLIC SCHOOLS,30.0,49.5,29.0
9638,3600001,Herkimer County,NY,Herkimer County NY,DOLGEVILLE CENTRAL SCHOOL DISTRICT,68.0,50.0,19.95
9639,3600002,Oneida County,NY,Oneida County NY,SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT,74.0,63.0,23.3
9640,3600003,St. Lawrence County,NY,St. Lawrence County NY,EDWARDS-KNOX CENTRAL SCHOOL DISTRICT,57.0,54.0,23.75
9641,3600004,Schenectady County,NY,Schenectady County NY,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,70.0,64.0,19.85
9642,3600005,Fulton County,NY,Fulton County NY,BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,66.0,64.0,22.15
9643,3600006,Otsego County,NY,Otsego County NY,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,55.0,53.0,17.9
9644,3600007,Steuben County,NY,Steuben County NY,JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT,64.0,58.0,23.5
9645,3600008,Suffolk County,NY,Suffolk County NY,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,64.0,58.0,8.45
9646,3600009,Clinton County,NY,Clinton County NY,SARANAC CENTRAL SCHOOL DISTRICT,67.0,64.0,18.15
9647,3600010,Schoharie County,NY,Schoharie County NY,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,65.0,59.0,17.3
9648,3600011,Steuben County,NY,Steuben County NY,WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT,77.0,66.0,23.5
9649,3600012,Allegany County,NY,Allegany County NY,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,59.0,56.0,22.95
9650,3600013,Madison County,NY,Madison County NY,ONEIDA CITY SCHOOL DISTRICT,68.0,61.0,15.25
9651,3600014,Seneca County,NY,Seneca County NY,WATERLOO CENTRAL SCHOOL DISTRICT,64.0,57.0,18.6
9652,3600015,Cattaraugus County,NY,Cattaraugus County NY,ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT,69.0,67.0,25.65
9653,3600016,Rensselaer County,NY,Rensselaer County NY,AVERILL PARK CENTRAL SCHOOL DISTRICT,78.0,73.0,16.1
9654,3600017,Allegany County,NY,Allegany County NY,GENESEE VALLEY CENTRAL SCHOOL DISTRICT AT ANGELICA-BELMONT,51.0,55.0,22.95
9655,3600018,Chautauqua County,NY,Chautauqua County NY,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,75.0,62.0,28.950000000000003
9656,3600019,Chenango County,NY,Chenango County NY,UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,50.0,43.0,23.049999999999997
9657,3600020,Steuben County,NY,Steuben County NY,CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT,63.0,59.0,23.5
9658,3600021,Suffolk County,NY,Suffolk County NY,MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,78.0,73.0,8.45
9659,3600023,Sullivan County,NY,Sullivan County NY,SULLIVAN WEST CENTRAL SCHOOL DISTRICT,72.0,60.0,24.05
9660,3600024,Cattaraugus County,NY,Cattaraugus County NY,CATTARAUGUS-LITTLE VALLEY CENTRAL SCHOOL DISTRICT,61.0,52.0,25.65
9742,3600124,Steuben County,NY,Steuben County NY,CANISTEO-GREENWOOD CSD,56.0,49.0,23.5
9743,3600125,Suffolk County,NY,Suffolk County NY,EASTPORT-SOUTH MANOR CSD,76.0,70.0,8.45
9855,3602310,Warren County,NY,Warren County NY,GLENS FALLS COMMON SCHOOL DISTRICT,67.0,52.0,16.95
9856,3602340,Jefferson County,NY,Jefferson County NY,SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,69.0,66.0,25.5
9857,3602370,Steuben County,NY,Steuben County NY,ADDISON CENTRAL SCHOOL DISTRICT,48.0,45.0,23.5
9858,3602400,Chenango County,NY,Chenango County NY,AFTON CENTRAL SCHOOL DISTRICT,64.0,53.0,23.049999999999997
9859,3602430,Erie County,NY,Erie County NY,AKRON CENTRAL SCHOOL DISTRICT,78.0,70.0,19.0
9860,3602460,Albany County,NY,Albany County NY,ALBANY CITY SCHOOL DISTRICT,46.0,43.0,16.2
9861,3602520,Orleans County,NY,Orleans County NY,ALBION CENTRAL SCHOOL DISTRICT,68.0,59.0,20.1
9862,3602550,Erie County,NY,Erie County NY,ALDEN CENTRAL SCHOOL DISTRICT,77.0,69.0,19.0
9863,3602580,Genesee County,NY,Genesee County NY,ALEXANDER CENTRAL SCHOOL DISTRICT,76.0,65.0,15.05
9864,3602670,Jefferson County,NY,Jefferson County NY,ALEXANDRIA CENTRAL SCHOOL DISTRICT,72.0,67.0,25.5
9865,3602700,Allegany County,NY,Allegany County NY,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,72.0,75.0,22.95
9866,3602730,Broome County,NY,Broome County NY,WINDSOR CENTRAL SCHOOL DISTRICT,81.0,69.0,21.549999999999997
9867,3602820,Oswego County,NY,Oswego County NY,ALTMAR PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT,60.0,53.0,21.6
9868,3602880,Suffolk County,NY,Suffolk County NY,AMAGANSETT UNION FREE SCHOOL DISTRICT,84.5,84.5,8.45
9869,3602920,Erie County,NY,Erie County NY,AMHERST CENTRAL SCHOOL DISTRICT,78.0,73.0,19.0
9870,3602940,Suffolk County,NY,Suffolk County NY,AMITYVILLE UNION FREE SCHOOL DISTRICT,53.0,44.0,8.45
9871,3602970,Montgomery County,NY,Montgomery County NY,AMSTERDAM CITY SCHOOL DISTRICT,47.0,43.0,27.25
9872,3603000,Delaware County,NY,Delaware County NY,ANDES CENTRAL SCHOOL DISTRICT,77.0,64.5,24.0
9873,3603030,Allegany County,NY,Allegany County NY,ANDOVER CENTRAL SCHOOL DISTRICT,62.0,57.0,22.95
9874,3603060,Otsego County,NY,Otsego County NY,SCHENEVUS CENTRAL SCHOOL DISTRICT,57.0,52.0,17.9
9875,3603180,Westchester County,NY,Westchester County NY,ARDSLEY UNION FREE SCHOOL DISTRICT,93.0,86.0,11.65
9876,3603210,Washington County,NY,Washington County NY,ARGYLE CENTRAL SCHOOL DISTRICT,66.0,68.0,19.35
9877,3603240,Steuben County,NY,Steuben County NY,ARKPORT CENTRAL SCHOOL DISTRICT,68.0,66.0,23.5
9878,3603270,Dutchess County,NY,Dutchess County NY,ARLINGTON CENTRAL SCHOOL DISTRICT,72.0,67.0,10.600000000000001
9879,3603420,Wyoming County,NY,Wyoming County NY,ATTICA CENTRAL SCHOOL DISTRICT,72.0,65.0,14.4
9880,3603480,Cayuga County,NY,Cayuga County NY,AUBURN CITY SCHOOL DISTRICT,67.0,56.0,19.0
9881,3603630,Steuben County,NY,Steuben County NY,AVOCA CENTRAL SCHOOL DISTRICT,79.0,61.0,23.5
9882,3603660,Livingston County,NY,Livingston County NY,AVON CENTRAL SCHOOL DISTRICT,79.0,66.0,14.3
9883,3603720,Suffolk County,NY,Suffolk County NY,BABYLON UNION FREE SCHOOL DISTRICT,82.0,74.0,8.45
9884,3603810,Chenango County,NY,Chenango County NY,BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,61.0,59.0,23.049999999999997
9885,3603840,Nassau County,NY,Nassau County NY,BALDWIN UNION FREE SCHOOL DISTRICT,78.0,70.0,8.75
9886,3603870,Onondaga County,NY,Onondaga County NY,BALDWINSVILLE CENTRAL SCHOOL DISTRICT,79.0,71.0,19.9
9887,3603930,Saratoga County,NY,Saratoga County NY,BALLSTON SPA CENTRAL SCHOOL DISTRICT,72.0,66.0,8.350000000000001
9888,3603960,Niagara County,NY,Niagara County NY,BARKER CENTRAL SCHOOL DISTRICT,73.0,68.0,18.200000000000003
9889,3603990,Genesee County,NY,Genesee County NY,BATAVIA CITY SCHOOL DISTRICT,62.0,61.0,15.05
9890,3604050,Steuben County,NY,Steuben County NY,BATH CENTRAL SCHOOL DISTRICT,71.0,63.0,23.5
9891,3604080,Suffolk County,NY,Suffolk County NY,BAY SHORE UNION FREE SCHOOL DISTRICT,72.0,68.0,8.45
9892,3604110,Suffolk County,NY,Suffolk County NY,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,82.0,78.0,8.45
9893,3604140,Dutchess County,NY,Dutchess County NY,BEACON CITY SCHOOL DISTRICT,64.0,56.0,10.600000000000001
9894,3604200,Lewis County,NY,Lewis County NY,BEAVER RIVER CENTRAL SCHOOL DISTRICT,84.0,69.0,19.049999999999997
9895,3604290,Clinton County,NY,Clinton County NY,BEEKMANTOWN CENTRAL SCHOOL DISTRICT,60.0,58.0,18.15
9896,3604350,Allegany County,NY,Allegany County NY,BELFAST CENTRAL SCHOOL DISTRICT,67.0,62.0,22.95
9897,3604370,Jefferson County,NY,Jefferson County NY,BELLEVILLE HENDERSON CENTRAL SCHOOL DISTRICT,75.0,65.0,25.5
9898,3604410,Nassau County,NY,Nassau County NY,BELLMORE UNION FREE SCHOOL DISTRICT,88.0,83.0,8.75
9899,3604530,Chautauqua County,NY,Chautauqua County NY,BEMUS POINT CENTRAL SCHOOL DISTRICT,77.0,74.0,28.950000000000003
9900,3604590,Columbia County,NY,Columbia County NY,BERKSHIRE UNION FREE SCHOOL DISTRICT,20.0,20.0,15.950000000000001
9901,3604620,Rensselaer County,NY,Rensselaer County NY,BERLIN CENTRAL SCHOOL DISTRICT,69.0,52.0,16.1
9902,3604650,Albany County,NY,Albany County NY,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,53.0,54.0,16.2
9903,3604710,Albany County,NY,Albany County NY,BETHLEHEM CENTRAL SCHOOL DISTRICT,85.0,79.0,16.2
9904,3604740,Nassau County,NY,Nassau County NY,BETHPAGE UNION FREE SCHOOL DISTRICT,88.0,83.0,8.75
9905,3604757,Otsego County,NY,Otsego County NY,GILBERTSVILLE-MOUNT UPTON CENTRAL SCHOOL DISTRICT,61.0,57.0,17.9
9906,3604758,Orange County,NY,Orange County NY,KIRYAS JOEL VILLAGE UNION FREE SCHOOL DISTRICT,84.5,74.5,17.5
9907,3604870,Broome County,NY,Broome County NY,BINGHAMTON CITY SCHOOL DISTRICT,54.0,49.0,21.549999999999997
9908,3604920,Ontario County,NY,Ontario County NY,EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,79.0,69.0,13.0
9909,3605010,Warren County,NY,Warren County NY,BOLTON CENTRAL SCHOOL DISTRICT,77.0,77.0,16.95
9910,3605040,Oneida County,NY,Oneida County NY,ADIRONDACK CENTRAL SCHOOL DISTRICT,59.0,51.0,23.3
9911,3605220,Schuyler County,NY,Schuyler County NY,BRADFORD CENTRAL SCHOOL DISTRICT,67.0,47.0,20.3
9912,3605280,Suffolk County,NY,Suffolk County NY,BRENTWOOD UNION FREE SCHOOL DISTRICT,62.0,47.0,8.45
9913,3605310,Putnam County,NY,Putnam County NY,BREWSTER CENTRAL SCHOOL DISTRICT,82.0,74.0,5.45
9914,3605340,Westchester County,NY,Westchester County NY,BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT,95.0,88.0,11.65
9915,3605370,Suffolk County,NY,Suffolk County NY,BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT,67.0,67.0,8.45
9916,3605460,Monroe County,NY,Monroe County NY,BRIGHTON CENTRAL SCHOOL DISTRICT,85.0,85.0,20.65
9917,3605520,Rensselaer County,NY,Rensselaer County NY,BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL),69.0,65.0,16.1
9918,3605580,Monroe County,NY,Monroe County NY,BROCKPORT CENTRAL SCHOOL DISTRICT,74.0,69.0,20.65
9919,3605610,Chautauqua County,NY,Chautauqua County NY,BROCTON CENTRAL SCHOOL DISTRICT,56.0,56.0,28.950000000000003
9920,3605640,Westchester County,NY,Westchester County NY,BRONXVILLE UNION FREE SCHOOL DISTRICT,94.0,91.0,11.65
9921,3605670,Madison County,NY,Madison County NY,BROOKFIELD CENTRAL SCHOOL DISTRICT,67.0,57.0,15.25
9922,3605820,Franklin County,NY,Franklin County NY,BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,57.0,50.0,25.200000000000003
9923,3605850,Erie County,NY,Erie County NY,BUFFALO CITY SCHOOL DISTRICT,37.0,35.0,19.0
9924,3605940,Schenectady County,NY,Schenectady County NY,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,86.0,78.0,19.85
9925,3606060,Westchester County,NY,Westchester County NY,BYRAM HILLS CENTRAL SCHOOL DISTRICT,93.0,87.0,11.65
9926,3606090,Genesee County,NY,Genesee County NY,BYRON-BERGEN CENTRAL SCHOOL DISTRICT,77.0,66.0,15.05
9927,3606160,Greene County,NY,Greene County NY,CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,64.0,54.0,18.8
9928,3606180,Livingston County,NY,Livingston County NY,CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT,74.0,67.0,14.3
9929,3606210,Washington County,NY,Washington County NY,CAMBRIDGE CENTRAL SCHOOL DISTRICT,81.0,72.0,19.35
9930,3606240,Oneida County,NY,Oneida County NY,CAMDEN CENTRAL SCHOOL DISTRICT,69.0,65.0,23.3
9931,3606300,Montgomery County,NY,Montgomery County NY,CANAJOHARIE CENTRAL SCHOOL DISTRICT,72.0,64.0,27.25
9932,3606330,Ontario County,NY,Ontario County NY,CANANDAIGUA CITY SCHOOL DISTRICT,78.0,72.0,13.0
9933,3606360,Allegany County,NY,Allegany County NY,CANASERAGA CENTRAL SCHOOL DISTRICT,67.0,62.0,22.95
9934,3606390,Madison County,NY,Madison County NY,CANASTOTA CENTRAL SCHOOL DISTRICT,63.0,56.0,15.25
9935,3606420,Tioga County,NY,Tioga County NY,CANDOR CENTRAL SCHOOL DISTRICT,56.0,52.0,15.2
9936,3606470,St. Lawrence County,NY,St. Lawrence County NY,CANTON CENTRAL SCHOOL DISTRICT,73.0,68.0,23.75
9937,3606500,Dutchess County,NY,Dutchess County NY,SPACKENKILL UNION FREE SCHOOL DISTRICT,74.0,70.0,10.600000000000001
9938,3606540,Nassau County,NY,Nassau County NY,CARLE PLACE UNION FREE SCHOOL DISTRICT,86.0,80.0,8.75
9939,3606570,Putnam County,NY,Putnam County NY,CARMEL CENTRAL SCHOOL DISTRICT,79.0,75.0,5.45
9940,3606630,Jefferson County,NY,Jefferson County NY,CARTHAGE CENTRAL SCHOOL DISTRICT,62.0,56.0,25.5
9941,3606660,Chautauqua County,NY,Chautauqua County NY,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,62.0,54.0,28.950000000000003
9942,3606690,Cayuga County,NY,Cayuga County NY,CATO-MERIDIAN CENTRAL SCHOOL DISTRICT,73.0,55.0,19.0
9943,3606720,Greene County,NY,Greene County NY,CATSKILL CENTRAL SCHOOL DISTRICT,57.0,48.0,18.8
9944,3606780,Madison County,NY,Madison County NY,CAZENOVIA CENTRAL SCHOOL DISTRICT,89.0,81.0,15.25
9945,3606840,Suffolk County,NY,Suffolk County NY,CENTER MORICHES UNION FREE SCHOOL DISTRICT,74.0,64.0,8.45
9946,3606870,Suffolk County,NY,Suffolk County NY,CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,39.0,39.0,8.45
9947,3606900,Oswego County,NY,Oswego County NY,CENTRAL SQUARE CENTRAL SCHOOL DISTRICT,73.0,62.0,21.6
9948,3606990,Westchester County,NY,Westchester County NY,CHAPPAQUA CENTRAL SCHOOL DISTRICT,93.0,88.0,11.65
9949,3607020,Erie County,NY,Erie County NY,GRAND ISLAND CENTRAL SCHOOL DISTRICT,81.0,73.0,19.0
9950,3607050,Delaware County,NY,Delaware County NY,CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,63.0,69.0,24.0
9951,3607080,Franklin County,NY,Franklin County NY,CHATEAUGAY CENTRAL SCHOOL DISTRICT,74.0,64.0,25.200000000000003
9952,3607110,Columbia County,NY,Columbia County NY,CHATHAM CENTRAL SCHOOL DISTRICT,70.0,64.0,15.950000000000001
9953,3607170,Clinton County,NY,Clinton County NY,CHAZY UNION FREE SCHOOL DISTRICT,86.0,76.0,18.15
9954,3607230,Erie County,NY,Erie County NY,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,57.0,51.0,19.0
9955,3607260,Broome County,NY,Broome County NY,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,68.0,61.0,21.549999999999997
9956,3607290,Broome County,NY,Broome County NY,CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,69.0,67.0,21.549999999999997
9957,3607320,Onondaga County,NY,Onondaga County NY,WESTHILL CENTRAL SCHOOL DISTRICT,84.0,79.0,19.9
9958,3607380,Orange County,NY,Orange County NY,CHESTER UNION FREE SCHOOL DISTRICT,75.0,66.0,17.5
9959,3607440,Cattaraugus County,NY,Cattaraugus County NY,RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT,50.0,50.0,25.65
9960,3607470,Madison County,NY,Madison County NY,CHITTENANGO CENTRAL SCHOOL DISTRICT,74.0,69.0,15.25
9961,3607530,Monroe County,NY,Monroe County NY,CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT,77.0,70.0,20.65
9962,3607560,Cortland County,NY,Cortland County NY,CINCINNATUS CENTRAL SCHOOL DISTRICT,60.0,57.0,20.15
9963,3607590,Erie County,NY,Erie County NY,CLARENCE CENTRAL SCHOOL DISTRICT,88.0,81.0,19.0
9964,3607650,Jefferson County,NY,Jefferson County NY,THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,70.0,62.0,25.5
9965,3607680,Erie County,NY,Erie County NY,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,66.0,59.0,19.0
9966,3607710,St. Lawrence County,NY,St. Lawrence County NY,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,67.0,62.0,23.75
9967,3607770,Oneida County,NY,Oneida County NY,CLINTON CENTRAL SCHOOL DISTRICT,75.0,75.0,23.3
9968,3607860,Wayne County,NY,Wayne County NY,CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT,51.0,46.0,16.1
9969,3607890,Chautauqua County,NY,Chautauqua County NY,CLYMER CENTRAL SCHOOL DISTRICT,78.0,65.0,28.950000000000003
9970,3607980,Albany County,NY,Albany County NY,COHOES CITY SCHOOL DISTRICT,62.0,53.0,16.2
9971,3608010,Suffolk County,NY,Suffolk County NY,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,90.0,85.0,8.45
9972,3608100,St. Lawrence County,NY,St. Lawrence County NY,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,72.0,67.0,23.75
9973,3608130,Suffolk County,NY,Suffolk County NY,COMMACK UNION FREE SCHOOL DISTRICT,85.0,77.0,8.45
9974,3608160,Suffolk County,NY,Suffolk County NY,CONNETQUOT CENTRAL SCHOOL DISTRICT,78.0,70.0,8.45
9975,3608250,Otsego County,NY,Otsego County NY,COOPERSTOWN CENTRAL SCHOOL DISTRICT,72.0,68.0,17.9
9976,3608280,Lewis County,NY,Lewis County NY,COPENHAGEN CENTRAL SCHOOL DISTRICT,73.0,69.0,19.049999999999997
9977,3608310,Suffolk County,NY,Suffolk County NY,COPIAGUE UNION FREE SCHOOL DISTRICT,66.0,62.0,8.45
9978,3608340,Genesee County,NY,Genesee County NY,PEMBROKE CENTRAL SCHOOL DISTRICT,85.0,70.0,15.05
9979,3608370,Saratoga County,NY,Saratoga County NY,CORINTH CENTRAL SCHOOL DISTRICT,69.0,63.0,8.350000000000001
9980,3608400,Steuben County,NY,Steuben County NY,CORNING CITY SCHOOL DISTRICT,72.0,67.0,23.5
9981,3608430,Orange County,NY,Orange County NY,CORNWALL CENTRAL SCHOOL DISTRICT,85.0,81.0,17.5
9982,3608460,Cortland County,NY,Cortland County NY,CORTLAND CITY SCHOOL DISTRICT,63.0,58.0,20.15
9983,3608470,Westchester County,NY,Westchester County NY,MOUNT PLEASANT-COTTAGE UNION FREE SCHOOL DISTRICT,22.0,27.0,11.65
9984,3608490,Greene County,NY,Greene County NY,COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT,67.0,64.0,18.8
9985,3608580,Westchester County,NY,Westchester County NY,CROTON-HARMON UNION FREE SCHOOL DISTRICT,85.0,82.0,11.65
9986,3608610,Essex County,NY,Essex County NY,CROWN POINT CENTRAL SCHOOL DISTRICT,67.0,67.0,19.15
9987,3608790,Livingston County,NY,Livingston County NY,DANSVILLE CENTRAL SCHOOL DISTRICT,65.0,51.0,14.3
9988,3608850,Madison County,NY,Madison County NY,DERUYTER CENTRAL SCHOOL DISTRICT,63.0,55.0,15.25
9989,3608880,Suffolk County,NY,Suffolk County NY,DEER PARK UNION FREE SCHOOL DISTRICT,80.0,70.0,8.45
9990,3608910,Delaware County,NY,Delaware County NY,DELHI CENTRAL SCHOOL DISTRICT,77.0,66.0,24.0
9991,3608970,Cattaraugus County,NY,Cattaraugus County NY,YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,71.0,58.0,25.65
9992,3609030,Erie County,NY,Erie County NY,DEPEW UNION FREE SCHOOL DISTRICT,70.0,63.0,19.0
9993,3609060,Delaware County,NY,Delaware County NY,DEPOSIT CENTRAL SCHOOL DISTRICT,67.0,64.0,24.0
9994,3609090,Onondaga County,NY,Onondaga County NY,JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT,85.0,80.0,19.9
9995,3609120,Westchester County,NY,Westchester County NY,DOBBS FERRY UNION FREE SCHOOL DISTRICT,83.0,78.0,11.65
9996,3609210,Dutchess County,NY,Dutchess County NY,DOVER UNION FREE SCHOOL DISTRICT,60.0,53.0,10.600000000000001
9997,3609240,Delaware County,NY,Delaware County NY,DOWNSVILLE CENTRAL SCHOOL DISTRICT,52.0,47.0,24.0
9998,3609330,Tompkins County,NY,Tompkins County NY,DRYDEN CENTRAL SCHOOL DISTRICT,57.0,55.0,15.399999999999999
9999,3609360,Schenectady County,NY,Schenectady County NY,DUANESBURG CENTRAL SCHOOL DISTRICT,76.0,68.0,19.85
10000,3609390,Yates County,NY,Yates County NY,DUNDEE CENTRAL SCHOOL DISTRICT,50.0,48.0,23.65
10001,3609420,Chautauqua County,NY,Chautauqua County NY,DUNKIRK CITY SCHOOL DISTRICT,49.0,46.0,28.950000000000003
10002,3609540,Erie County,NY,Erie County NY,EAST AURORA UNION FREE SCHOOL DISTRICT,89.0,82.0,19.0
10003,3609630,Rensselaer County,NY,Rensselaer County NY,EAST GREENBUSH CENTRAL SCHOOL DISTRICT,84.0,74.0,16.1
10004,3609660,Suffolk County,NY,Suffolk County NY,EAST HAMPTON UNION FREE SCHOOL DISTRICT,82.0,73.0,8.45
10005,3609690,Monroe County,NY,Monroe County NY,EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,62.0,58.0,20.65
10006,3609720,Suffolk County,NY,Suffolk County NY,EAST ISLIP UNION FREE SCHOOL DISTRICT,83.0,77.0,8.45
10007,3609840,Nassau County,NY,Nassau County NY,EAST MEADOW UNION FREE SCHOOL DISTRICT,87.0,81.0,8.75
10008,3609870,Suffolk County,NY,Suffolk County NY,EAST MORICHES UNION FREE SCHOOL DISTRICT,81.0,71.0,8.45
10009,3609900,Suffolk County,NY,Suffolk County NY,EAST QUOGUE UNION FREE SCHOOL DISTRICT,81.0,69.0,8.45
10010,3609930,Monroe County,NY,Monroe County NY,EAST ROCHESTER UNION FREE SCHOOL DISTRICT,68.0,65.0,20.65
10011,3609960,Nassau County,NY,Nassau County NY,EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,74.0,67.0,8.75
10012,3609990,Onondaga County,NY,Onondaga County NY,EAST SYRACUSE-MINOA CENTRAL SCHOOL DISTRICT,68.0,62.0,19.9
10013,3610050,Nassau County,NY,Nassau County NY,EAST WILLISTON UNION FREE SCHOOL DISTRICT,91.0,86.0,8.75
10014,3610080,Westchester County,NY,Westchester County NY,EASTCHESTER UNION FREE SCHOOL DISTRICT,90.0,83.0,11.65
10015,3610140,Westchester County,NY,Westchester County NY,GREENBURGH ELEVEN UNION FREE SCHOOL DISTRICT,10.0,10.0,11.65
10016,3610170,Erie County,NY,Erie County NY,EDEN CENTRAL SCHOOL DISTRICT,81.0,73.0,19.0
10017,3610200,Westchester County,NY,Westchester County NY,EDGEMONT UNION FREE SCHOOL DISTRICT,91.0,87.0,11.65
10018,3610230,Saratoga County,NY,Saratoga County NY,EDINBURG COMMON SCHOOL DISTRICT,54.5,44.5,8.350000000000001
10019,3610260,Otsego County,NY,Otsego County NY,EDMESTON CENTRAL SCHOOL DISTRICT,64.0,62.0,17.9
10020,3610380,Genesee County,NY,Genesee County NY,ELBA CENTRAL SCHOOL DISTRICT,72.0,62.0,15.05
10021,3610410,Sullivan County,NY,Sullivan County NY,ELDRED CENTRAL SCHOOL DISTRICT,61.0,61.0,24.05
